Mod:Item:MetaData, Localized Name
tfc:sand/dolomite, Dolomite Sand
tfc:sand/chert, Chert Sand
tfc:sand/chalk, Chalk Sand
tfc:sand/rhyolite, Rhyolite Sand
tfc:sand/basalt, Basalt Sand
tfc:sand/andesite, Andesite Sand
tfc:sand/dacite, Dacite Sand
tfc:sand/quartzite, Quartzite Sand
tfc:sand/slate, Slate Sand
tfc:sand/phyllite, Phyllite Sand
tfc:sand/schist, Schist Sand
tfc:sand/gneiss, Gneiss Sand
tfc:sand/marble, Marble Sand
tfc:gravel/granite, Granite Gravel
tfc:gravel/diorite, Diorite Gravel
tfc:gravel/gabbro, Gabbro Gravel
tfc:gravel/shale, Shale Gravel
tfc:gravel/claystone, Claystone Gravel
tfc:gravel/rocksalt, Rocksalt Gravel
tfc:gravel/limestone, Limestone Gravel
tfc:gravel/conglomerate, Conglomerate Gravel
tfc:gravel/dolomite, Dolomite Gravel
tfc:gravel/chert, Chert Gravel
tfc:gravel/chalk, Chalk Gravel
tfc:gravel/rhyolite, Rhyolite Gravel
tfc:gravel/basalt, Basalt Gravel
tfc:gravel/andesite, Andesite Gravel
tfc:gravel/dacite, Dacite Gravel
tfc:gravel/quartzite, Quartzite Gravel
tfc:gravel/slate, Slate Gravel
tfc:gravel/phyllite, Phyllite Gravel
tfc:gravel/schist, Schist Gravel
tfc:gravel/gneiss, Gneiss Gravel
tfc:gravel/marble, Marble Gravel
tfc:dirt/granite, Granite Dirt
tfc:dirt/diorite, Diorite Dirt
tfc:dirt/gabbro, Gabbro Dirt
tfc:dirt/shale, Shale Dirt
tfc:dirt/claystone, Claystone Dirt
tfc:dirt/rocksalt, Rocksalt Dirt
tfc:dirt/limestone, Limestone Dirt
tfc:dirt/conglomerate, Conglomerate Dirt
tfc:dirt/dolomite, Dolomite Dirt
tfc:dirt/chert, Chert Dirt
tfc:dirt/chalk, Chalk Dirt
tfc:dirt/rhyolite, Rhyolite Dirt
tfc:dirt/basalt, Basalt Dirt
tfc:dirt/andesite, Andesite Dirt
tfc:dirt/dacite, Dacite Dirt
tfc:dirt/quartzite, Quartzite Dirt
tfc:dirt/slate, Slate Dirt
tfc:dirt/phyllite, Phyllite Dirt
tfc:dirt/schist, Schist Dirt
tfc:dirt/gneiss, Gneiss Dirt
tfc:dirt/marble, Marble Dirt
tfc:grass/granite, Granite Grass
tfc:grass/diorite, Diorite Grass
tfc:grass/gabbro, Gabbro Grass
tfc:grass/shale, Shale Grass
tfc:grass/claystone, Claystone Grass
tfc:grass/rocksalt, Rocksalt Grass
tfc:grass/limestone, Limestone Grass
tfc:grass/conglomerate, Conglomerate Grass
tfc:grass/dolomite, Dolomite Grass
tfc:grass/chert, Chert Grass
tfc:grass/chalk, Chalk Grass
tfc:grass/rhyolite, Rhyolite Grass
tfc:grass/basalt, Basalt Grass
tfc:grass/andesite, Andesite Grass
tfc:grass/dacite, Dacite Grass
tfc:grass/quartzite, Quartzite Grass
tfc:grass/slate, Slate Grass
tfc:grass/phyllite, Phyllite Grass
tfc:grass/schist, Schist Grass
tfc:grass/gneiss, Gneiss Grass
tfc:grass/marble, Marble Grass
tfc:dry_grass/granite, Dry Granite Grass
tfc:dry_grass/diorite, Dry Diorite Grass
tfc:dry_grass/gabbro, Dry Gabbro Grass
tfc:dry_grass/shale, Dry Shale Grass
tfc:dry_grass/claystone, Dry Claystone Grass
tfc:dry_grass/rocksalt, Dry Rocksalt Grass
tfc:dry_grass/limestone, Dry Limestone Grass
tfc:dry_grass/conglomerate, Dry Conglomerate Grass
tfc:dry_grass/dolomite, Dry Dolomite Grass
tfc:dry_grass/chert, Dry Chert Grass
tfc:dry_grass/chalk, Dry Chalk Grass
tfc:dry_grass/rhyolite, Dry Rhyolite Grass
tfc:dry_grass/basalt, Dry Basalt Grass
tfc:dry_grass/andesite, Dry Andesite Grass
tfc:dry_grass/dacite, Dry Dacite Grass
tfc:dry_grass/quartzite, Dry Quartzite Grass
tfc:dry_grass/slate, Dry Slate Grass
tfc:dry_grass/phyllite, Dry Phyllite Grass
tfc:dry_grass/schist, Dry Schist Grass
tfc:dry_grass/gneiss, Dry Gneiss Grass
tfc:dry_grass/marble, Dry Marble Grass
tfc:clay/granite, Granite Clay
tfc:clay/diorite, Diorite Clay
tfc:clay/gabbro, Gabbro Clay
tfc:clay/shale, Shale Clay
tfc:clay/claystone, Claystone Clay
tfc:clay/rocksalt, Rocksalt Clay
tfc:clay/limestone, Limestone Clay
tfc:clay/conglomerate, Conglomerate Clay
tfc:clay/dolomite, Dolomite Clay
tfc:clay/chert, Chert Clay
tfc:clay/chalk, Chalk Clay
tfc:clay/rhyolite, Rhyolite Clay
tfc:clay/basalt, Basalt Clay
tfc:clay/andesite, Andesite Clay
tfc:clay/dacite, Dacite Clay
tfc:clay/quartzite, Quartzite Clay
tfc:clay/slate, Slate Clay
tfc:clay/phyllite, Phyllite Clay
tfc:clay/schist, Schist Clay
tfc:clay/gneiss, Gneiss Clay
tfc:clay/marble, Marble Clay
tfc:clay_grass/granite, Granite Clay Grass
tfc:clay_grass/diorite, Diorite Clay Grass
tfc:clay_grass/gabbro, Gabbro Clay Grass
tfc:clay_grass/shale, Shale Clay Grass
tfc:clay_grass/claystone, Claystone Clay Grass
tfc:clay_grass/rocksalt, Rocksalt Clay Grass
tfc:clay_grass/limestone, Limestone Clay Grass
tfc:clay_grass/conglomerate, Conglomerate Clay Grass
tfc:clay_grass/dolomite, Dolomite Clay Grass
tfc:clay_grass/chert, Chert Clay Grass
tfc:clay_grass/chalk, Chalk Clay Grass
tfc:clay_grass/rhyolite, Rhyolite Clay Grass
tfc:clay_grass/basalt, Basalt Clay Grass
tfc:clay_grass/andesite, Andesite Clay Grass
tfc:clay_grass/dacite, Dacite Clay Grass
tfc:clay_grass/quartzite, Quartzite Clay Grass
tfc:clay_grass/slate, Slate Clay Grass
tfc:clay_grass/phyllite, Phyllite Clay Grass
tfc:clay_grass/schist, Schist Clay Grass
tfc:clay_grass/gneiss, Gneiss Clay Grass
tfc:clay_grass/marble, Marble Clay Grass
tfc:farmland/granite, Granite Farmland
tfc:farmland/diorite, Diorite Farmland
tfc:farmland/gabbro, Gabbro Farmland
tfc:farmland/shale, Shale Farmland
tfc:farmland/claystone, Claystone Farmland
tfc:farmland/rocksalt, Rocksalt Farmland
tfc:farmland/limestone, Limestone Farmland
tfc:farmland/conglomerate, Conglomerate Farmland
tfc:farmland/dolomite, Dolomite Farmland
tfc:farmland/chert, Chert Farmland
tfc:farmland/chalk, Chalk Farmland
tfc:farmland/rhyolite, Rhyolite Farmland
tfc:farmland/basalt, Basalt Farmland
tfc:farmland/andesite, Andesite Farmland
tfc:farmland/dacite, Dacite Farmland
tfc:farmland/quartzite, Quartzite Farmland
tfc:farmland/slate, Slate Farmland
tfc:farmland/phyllite, Phyllite Farmland
tfc:farmland/schist, Schist Farmland
tfc:farmland/gneiss, Gneiss Farmland
tfc:farmland/marble, Marble Farmland
tfc:path/granite, Granite Path
tfc:path/diorite, Diorite Path
tfc:path/gabbro, Gabbro Path
tfc:path/shale, Shale Path
tfc:path/claystone, Claystone Path
tfc:path/rocksalt, Rocksalt Path
tfc:path/limestone, Limestone Path
tfc:path/conglomerate, Conglomerate Path
tfc:path/dolomite, Dolomite Path
tfc:path/chert, Chert Path
tfc:path/chalk, Chalk Path
tfc:path/rhyolite, Rhyolite Path
tfc:path/basalt, Basalt Path
tfc:path/andesite, Andesite Path
tfc:path/dacite, Dacite Path
tfc:path/quartzite, Quartzite Path
tfc:path/slate, Slate Path
tfc:path/phyllite, Phyllite Path
tfc:path/schist, Schist Path
tfc:path/gneiss, Gneiss Path
tfc:path/marble, Marble Path
tfc:ore/native_copper/granite, Granite Native Copper
tfc:ore/native_copper/diorite, Diorite Native Copper
tfc:ore/native_copper/gabbro, Gabbro Native Copper
tfc:ore/native_copper/shale, Shale Native Copper
tfc:ore/native_copper/claystone, Claystone Native Copper
tfc:ore/native_copper/rocksalt, Rocksalt Native Copper
tfc:ore/native_copper/limestone, Limestone Native Copper
tfc:ore/native_copper/conglomerate, Conglomerate Native Copper
tfc:ore/native_copper/dolomite, Dolomite Native Copper
tfc:ore/native_copper/chert, Chert Native Copper
tfc:ore/native_copper/chalk, Chalk Native Copper
tfc:ore/native_copper/rhyolite, Rhyolite Native Copper
tfc:ore/native_copper/basalt, Basalt Native Copper
tfc:ore/native_copper/andesite, Andesite Native Copper
tfc:ore/native_copper/dacite, Dacite Native Copper
tfc:ore/native_copper/quartzite, Quartzite Native Copper
tfc:ore/native_copper/slate, Slate Native Copper
tfc:ore/native_copper/phyllite, Phyllite Native Copper
tfc:ore/native_copper/schist, Schist Native Copper
tfc:ore/native_copper/gneiss, Gneiss Native Copper
tfc:ore/native_copper/marble, Marble Native Copper
tfc:ore/native_gold/granite, Granite Native Gold
tfc:ore/native_gold/diorite, Diorite Native Gold
tfc:ore/native_gold/gabbro, Gabbro Native Gold
tfc:ore/native_gold/shale, Shale Native Gold
tfc:ore/native_gold/claystone, Claystone Native Gold
tfc:ore/native_gold/rocksalt, Rocksalt Native Gold
tfc:ore/native_gold/limestone, Limestone Native Gold
tfc:ore/native_gold/conglomerate, Conglomerate Native Gold
tfc:ore/native_gold/dolomite, Dolomite Native Gold
tfc:ore/native_gold/chert, Chert Native Gold
tfc:ore/native_gold/chalk, Chalk Native Gold
tfc:ore/native_gold/rhyolite, Rhyolite Native Gold
tfc:ore/native_gold/basalt, Basalt Native Gold
tfc:ore/native_gold/andesite, Andesite Native Gold
tfc:ore/native_gold/dacite, Dacite Native Gold
tfc:ore/native_gold/quartzite, Quartzite Native Gold
tfc:ore/native_gold/slate, Slate Native Gold
tfc:ore/native_gold/phyllite, Phyllite Native Gold
tfc:ore/native_gold/schist, Schist Native Gold
tfc:ore/native_gold/gneiss, Gneiss Native Gold
tfc:ore/native_gold/marble, Marble Native Gold
tfc:ore/native_platinum/granite, Granite Native Platinum
tfc:ore/native_platinum/diorite, Diorite Native Platinum
tfc:ore/native_platinum/gabbro, Gabbro Native Platinum
tfc:ore/native_platinum/shale, Shale Native Platinum
tfc:ore/native_platinum/claystone, Claystone Native Platinum
tfc:ore/native_platinum/rocksalt, Rocksalt Native Platinum
tfc:ore/native_platinum/limestone, Limestone Native Platinum
tfc:ore/native_platinum/conglomerate, Conglomerate Native Platinum
tfc:ore/native_platinum/dolomite, Dolomite Native Platinum
tfc:ore/native_platinum/chert, Chert Native Platinum
tfc:ore/native_platinum/chalk, Chalk Native Platinum
tfc:ore/native_platinum/rhyolite, Rhyolite Native Platinum
tfc:ore/native_platinum/basalt, Basalt Native Platinum
tfc:ore/native_platinum/andesite, Andesite Native Platinum
tfc:ore/native_platinum/dacite, Dacite Native Platinum
tfc:ore/native_platinum/quartzite, Quartzite Native Platinum
tfc:ore/native_platinum/slate, Slate Native Platinum
tfc:ore/native_platinum/phyllite, Phyllite Native Platinum
tfc:ore/native_platinum/schist, Schist Native Platinum
tfc:ore/native_platinum/gneiss, Gneiss Native Platinum
tfc:ore/native_platinum/marble, Marble Native Platinum
tfc:ore/hematite/granite, Granite Hematite
tfc:ore/hematite/diorite, Diorite Hematite
tfc:ore/hematite/gabbro, Gabbro Hematite
tfc:ore/hematite/shale, Shale Hematite
tfc:ore/hematite/claystone, Claystone Hematite
tfc:ore/hematite/rocksalt, Rocksalt Hematite
tfc:ore/hematite/limestone, Limestone Hematite
tfc:ore/hematite/conglomerate, Conglomerate Hematite
tfc:ore/hematite/dolomite, Dolomite Hematite
tfc:ore/hematite/chert, Chert Hematite
tfc:ore/hematite/chalk, Chalk Hematite
tfc:ore/hematite/rhyolite, Rhyolite Hematite
tfc:ore/hematite/basalt, Basalt Hematite
tfc:ore/hematite/andesite, Andesite Hematite
tfc:ore/hematite/dacite, Dacite Hematite
tfc:ore/hematite/quartzite, Quartzite Hematite
tfc:ore/hematite/slate, Slate Hematite
tfc:ore/hematite/phyllite, Phyllite Hematite
tfc:ore/hematite/schist, Schist Hematite
tfc:ore/hematite/gneiss, Gneiss Hematite
tfc:ore/hematite/marble, Marble Hematite
tfc:ore/native_silver/granite, Granite Native Silver
tfc:ore/native_silver/diorite, Diorite Native Silver
tfc:ore/native_silver/gabbro, Gabbro Native Silver
tfc:ore/native_silver/shale, Shale Native Silver
tfc:ore/native_silver/claystone, Claystone Native Silver
tfc:ore/native_silver/rocksalt, Rocksalt Native Silver
tfc:ore/native_silver/limestone, Limestone Native Silver
tfc:ore/native_silver/conglomerate, Conglomerate Native Silver
tfc:ore/native_silver/dolomite, Dolomite Native Silver
tfc:ore/native_silver/chert, Chert Native Silver
tfc:ore/native_silver/chalk, Chalk Native Silver
tfc:ore/native_silver/rhyolite, Rhyolite Native Silver
tfc:ore/native_silver/basalt, Basalt Native Silver
tfc:ore/native_silver/andesite, Andesite Native Silver
tfc:ore/native_silver/dacite, Dacite Native Silver
tfc:ore/native_silver/quartzite, Quartzite Native Silver
tfc:ore/native_silver/slate, Slate Native Silver
tfc:ore/native_silver/phyllite, Phyllite Native Silver
tfc:ore/native_silver/schist, Schist Native Silver
tfc:ore/native_silver/gneiss, Gneiss Native Silver
tfc:ore/native_silver/marble, Marble Native Silver
tfc:ore/cassiterite/granite, Granite Cassiterite
tfc:ore/cassiterite/diorite, Diorite Cassiterite
tfc:ore/cassiterite/gabbro, Gabbro Cassiterite
tfc:ore/cassiterite/shale, Shale Cassiterite
tfc:ore/cassiterite/claystone, Claystone Cassiterite
tfc:ore/cassiterite/rocksalt, Rocksalt Cassiterite
tfc:ore/cassiterite/limestone, Limestone Cassiterite
tfc:ore/cassiterite/conglomerate, Conglomerate Cassiterite
tfc:ore/cassiterite/dolomite, Dolomite Cassiterite
tfc:ore/cassiterite/chert, Chert Cassiterite
tfc:ore/cassiterite/chalk, Chalk Cassiterite
tfc:ore/cassiterite/rhyolite, Rhyolite Cassiterite
tfc:ore/cassiterite/basalt, Basalt Cassiterite
tfc:ore/cassiterite/andesite, Andesite Cassiterite
tfc:ore/cassiterite/dacite, Dacite Cassiterite
tfc:ore/cassiterite/quartzite, Quartzite Cassiterite
tfc:ore/cassiterite/slate, Slate Cassiterite
tfc:ore/cassiterite/phyllite, Phyllite Cassiterite
tfc:ore/cassiterite/schist, Schist Cassiterite
tfc:ore/cassiterite/gneiss, Gneiss Cassiterite
tfc:ore/cassiterite/marble, Marble Cassiterite
tfc:ore/galena/granite, Granite Galena
tfc:ore/galena/diorite, Diorite Galena
tfc:ore/galena/gabbro, Gabbro Galena
tfc:ore/galena/shale, Shale Galena
tfc:ore/galena/claystone, Claystone Galena
tfc:ore/galena/rocksalt, Rocksalt Galena
tfc:ore/galena/limestone, Limestone Galena
tfc:ore/galena/conglomerate, Conglomerate Galena
tfc:ore/galena/dolomite, Dolomite Galena
tfc:ore/galena/chert, Chert Galena
tfc:ore/galena/chalk, Chalk Galena
tfc:ore/galena/rhyolite, Rhyolite Galena
tfc:ore/galena/basalt, Basalt Galena
tfc:ore/galena/andesite, Andesite Galena
tfc:ore/galena/dacite, Dacite Galena
tfc:ore/galena/quartzite, Quartzite Galena
tfc:ore/galena/slate, Slate Galena
tfc:ore/galena/phyllite, Phyllite Galena
tfc:ore/galena/schist, Schist Galena
tfc:ore/galena/gneiss, Gneiss Galena
tfc:ore/galena/marble, Marble Galena
tfc:ore/bismuthinite/granite, Granite Bismuthinite
tfc:ore/bismuthinite/diorite, Diorite Bismuthinite
tfc:ore/bismuthinite/gabbro, Gabbro Bismuthinite
tfc:ore/bismuthinite/shale, Shale Bismuthinite
tfc:ore/bismuthinite/claystone, Claystone Bismuthinite
tfc:ore/bismuthinite/rocksalt, Rocksalt Bismuthinite
tfc:ore/bismuthinite/limestone, Limestone Bismuthinite
tfc:ore/bismuthinite/conglomerate, Conglomerate Bismuthinite
tfc:ore/bismuthinite/dolomite, Dolomite Bismuthinite
tfc:ore/bismuthinite/chert, Chert Bismuthinite
tfc:ore/bismuthinite/chalk, Chalk Bismuthinite
tfc:ore/bismuthinite/rhyolite, Rhyolite Bismuthinite
tfc:ore/bismuthinite/basalt, Basalt Bismuthinite
tfc:ore/bismuthinite/andesite, Andesite Bismuthinite
tfc:ore/bismuthinite/dacite, Dacite Bismuthinite
tfc:ore/bismuthinite/quartzite, Quartzite Bismuthinite
tfc:ore/bismuthinite/slate, Slate Bismuthinite
tfc:ore/bismuthinite/phyllite, Phyllite Bismuthinite
tfc:ore/bismuthinite/schist, Schist Bismuthinite
tfc:ore/bismuthinite/gneiss, Gneiss Bismuthinite
tfc:ore/bismuthinite/marble, Marble Bismuthinite
tfc:ore/garnierite/granite, Granite Garnierite
tfc:ore/garnierite/diorite, Diorite Garnierite
tfc:ore/garnierite/gabbro, Gabbro Garnierite
tfc:ore/garnierite/shale, Shale Garnierite
tfc:ore/garnierite/claystone, Claystone Garnierite
tfc:ore/garnierite/rocksalt, Rocksalt Garnierite
tfc:ore/garnierite/limestone, Limestone Garnierite
tfc:ore/garnierite/conglomerate, Conglomerate Garnierite
tfc:ore/garnierite/dolomite, Dolomite Garnierite
tfc:ore/garnierite/chert, Chert Garnierite
tfc:ore/garnierite/chalk, Chalk Garnierite
tfc:ore/garnierite/rhyolite, Rhyolite Garnierite
tfc:ore/garnierite/basalt, Basalt Garnierite
tfc:ore/garnierite/andesite, Andesite Garnierite
tfc:ore/garnierite/dacite, Dacite Garnierite
tfc:ore/garnierite/quartzite, Quartzite Garnierite
tfc:ore/garnierite/slate, Slate Garnierite
tfc:ore/garnierite/phyllite, Phyllite Garnierite
tfc:ore/garnierite/schist, Schist Garnierite
tfc:ore/garnierite/gneiss, Gneiss Garnierite
tfc:ore/garnierite/marble, Marble Garnierite
tfc:ore/malachite/granite, Granite Malachite
tfc:ore/malachite/diorite, Diorite Malachite
tfc:ore/malachite/gabbro, Gabbro Malachite
tfc:ore/malachite/shale, Shale Malachite
tfc:ore/malachite/claystone, Claystone Malachite
tfc:ore/malachite/rocksalt, Rocksalt Malachite
tfc:ore/malachite/limestone, Limestone Malachite
tfc:ore/malachite/conglomerate, Conglomerate Malachite
tfc:ore/malachite/dolomite, Dolomite Malachite
tfc:ore/malachite/chert, Chert Malachite
tfc:ore/malachite/chalk, Chalk Malachite
tfc:ore/malachite/rhyolite, Rhyolite Malachite
tfc:ore/malachite/basalt, Basalt Malachite
tfc:ore/malachite/andesite, Andesite Malachite
tfc:ore/malachite/dacite, Dacite Malachite
tfc:ore/malachite/quartzite, Quartzite Malachite
tfc:ore/malachite/slate, Slate Malachite
tfc:ore/malachite/phyllite, Phyllite Malachite
tfc:ore/malachite/schist, Schist Malachite
tfc:ore/malachite/gneiss, Gneiss Malachite
tfc:ore/malachite/marble, Marble Malachite
tfc:ore/magnetite/granite, Granite Magnetite
tfc:ore/magnetite/diorite, Diorite Magnetite
tfc:ore/magnetite/gabbro, Gabbro Magnetite
tfc:ore/magnetite/shale, Shale Magnetite
tfc:ore/magnetite/claystone, Claystone Magnetite
tfc:ore/magnetite/rocksalt, Rocksalt Magnetite
tfc:ore/magnetite/limestone, Limestone Magnetite
tfc:ore/magnetite/conglomerate, Conglomerate Magnetite
tfc:ore/magnetite/dolomite, Dolomite Magnetite
tfc:ore/magnetite/chert, Chert Magnetite
tfc:ore/magnetite/chalk, Chalk Magnetite
tfc:ore/magnetite/rhyolite, Rhyolite Magnetite
tfc:ore/magnetite/basalt, Basalt Magnetite
tfc:ore/magnetite/andesite, Andesite Magnetite
tfc:ore/magnetite/dacite, Dacite Magnetite
tfc:ore/magnetite/quartzite, Quartzite Magnetite
tfc:ore/magnetite/slate, Slate Magnetite
tfc:ore/magnetite/phyllite, Phyllite Magnetite
tfc:ore/magnetite/schist, Schist Magnetite
tfc:ore/magnetite/gneiss, Gneiss Magnetite
tfc:ore/magnetite/marble, Marble Magnetite
tfc:ore/limonite/granite, Granite Limonite
tfc:ore/limonite/diorite, Diorite Limonite
tfc:ore/limonite/gabbro, Gabbro Limonite
tfc:ore/limonite/shale, Shale Limonite
tfc:ore/limonite/claystone, Claystone Limonite
tfc:ore/limonite/rocksalt, Rocksalt Limonite
tfc:ore/limonite/limestone, Limestone Limonite
tfc:ore/limonite/conglomerate, Conglomerate Limonite
tfc:ore/limonite/dolomite, Dolomite Limonite
tfc:ore/limonite/chert, Chert Limonite
tfc:ore/limonite/chalk, Chalk Limonite
tfc:ore/limonite/rhyolite, Rhyolite Limonite
tfc:ore/limonite/basalt, Basalt Limonite
tfc:ore/limonite/andesite, Andesite Limonite
tfc:ore/limonite/dacite, Dacite Limonite
tfc:ore/limonite/quartzite, Quartzite Limonite
tfc:ore/limonite/slate, Slate Limonite
tfc:ore/limonite/phyllite, Phyllite Limonite
tfc:ore/limonite/schist, Schist Limonite
tfc:ore/limonite/gneiss, Gneiss Limonite
tfc:ore/limonite/marble, Marble Limonite
tfc:ore/sphalerite/granite, Granite Sphalerite
tfc:ore/sphalerite/diorite, Diorite Sphalerite
tfc:ore/sphalerite/gabbro, Gabbro Sphalerite
tfc:ore/sphalerite/shale, Shale Sphalerite
tfc:ore/sphalerite/claystone, Claystone Sphalerite
tfc:ore/sphalerite/rocksalt, Rocksalt Sphalerite
tfc:ore/sphalerite/limestone, Limestone Sphalerite
tfc:ore/sphalerite/conglomerate, Conglomerate Sphalerite
tfc:ore/sphalerite/dolomite, Dolomite Sphalerite
tfc:ore/sphalerite/chert, Chert Sphalerite
tfc:ore/sphalerite/chalk, Chalk Sphalerite
tfc:ore/sphalerite/rhyolite, Rhyolite Sphalerite
tfc:ore/sphalerite/basalt, Basalt Sphalerite
tfc:ore/sphalerite/andesite, Andesite Sphalerite
tfc:ore/sphalerite/dacite, Dacite Sphalerite
tfc:ore/sphalerite/quartzite, Quartzite Sphalerite
tfc:ore/sphalerite/slate, Slate Sphalerite
tfc:ore/sphalerite/phyllite, Phyllite Sphalerite
tfc:ore/sphalerite/schist, Schist Sphalerite
tfc:ore/sphalerite/gneiss, Gneiss Sphalerite
tfc:ore/sphalerite/marble, Marble Sphalerite
tfc:ore/tetrahedrite/granite, Granite Tetrahedrite
tfc:ore/tetrahedrite/diorite, Diorite Tetrahedrite
tfc:ore/tetrahedrite/gabbro, Gabbro Tetrahedrite
tfc:ore/tetrahedrite/shale, Shale Tetrahedrite
tfc:ore/tetrahedrite/claystone, Claystone Tetrahedrite
tfc:ore/tetrahedrite/rocksalt, Rocksalt Tetrahedrite
tfc:ore/tetrahedrite/limestone, Limestone Tetrahedrite
tfc:ore/tetrahedrite/conglomerate, Conglomerate Tetrahedrite
tfc:ore/tetrahedrite/dolomite, Dolomite Tetrahedrite
tfc:ore/tetrahedrite/chert, Chert Tetrahedrite
tfc:ore/tetrahedrite/chalk, Chalk Tetrahedrite
tfc:ore/tetrahedrite/rhyolite, Rhyolite Tetrahedrite
tfc:ore/tetrahedrite/basalt, Basalt Tetrahedrite
tfc:ore/tetrahedrite/andesite, Andesite Tetrahedrite
tfc:ore/tetrahedrite/dacite, Dacite Tetrahedrite
tfc:ore/tetrahedrite/quartzite, Quartzite Tetrahedrite
tfc:ore/tetrahedrite/slate, Slate Tetrahedrite
tfc:ore/tetrahedrite/phyllite, Phyllite Tetrahedrite
tfc:ore/tetrahedrite/schist, Schist Tetrahedrite
tfc:ore/tetrahedrite/gneiss, Gneiss Tetrahedrite
tfc:ore/tetrahedrite/marble, Marble Tetrahedrite
tfc:ore/bituminous_coal/granite, Granite Bituminous Coal
tfc:ore/bituminous_coal/diorite, Diorite Bituminous Coal
tfc:ore/bituminous_coal/gabbro, Gabbro Bituminous Coal
tfc:ore/bituminous_coal/shale, Shale Bituminous Coal
tfc:ore/bituminous_coal/claystone, Claystone Bituminous Coal
tfc:ore/bituminous_coal/rocksalt, Rocksalt Bituminous Coal
tfc:ore/bituminous_coal/limestone, Limestone Bituminous Coal
tfc:ore/bituminous_coal/conglomerate, Conglomerate Bituminous Coal
tfc:ore/bituminous_coal/dolomite, Dolomite Bituminous Coal
tfc:ore/bituminous_coal/chert, Chert Bituminous Coal
tfc:ore/bituminous_coal/chalk, Chalk Bituminous Coal
tfc:ore/bituminous_coal/rhyolite, Rhyolite Bituminous Coal
tfc:ore/bituminous_coal/basalt, Basalt Bituminous Coal
tfc:ore/bituminous_coal/andesite, Andesite Bituminous Coal
tfc:ore/bituminous_coal/dacite, Dacite Bituminous Coal
tfc:ore/bituminous_coal/quartzite, Quartzite Bituminous Coal
tfc:ore/bituminous_coal/slate, Slate Bituminous Coal
tfc:ore/bituminous_coal/phyllite, Phyllite Bituminous Coal
tfc:ore/bituminous_coal/schist, Schist Bituminous Coal
tfc:ore/bituminous_coal/gneiss, Gneiss Bituminous Coal
tfc:ore/bituminous_coal/marble, Marble Bituminous Coal
tfc:ore/lignite/granite, Granite Lignite
tfc:ore/lignite/diorite, Diorite Lignite
tfc:ore/lignite/gabbro, Gabbro Lignite
tfc:ore/lignite/shale, Shale Lignite
tfc:ore/lignite/claystone, Claystone Lignite
tfc:ore/lignite/rocksalt, Rocksalt Lignite
tfc:ore/lignite/limestone, Limestone Lignite
tfc:ore/lignite/conglomerate, Conglomerate Lignite
tfc:ore/lignite/dolomite, Dolomite Lignite
tfc:ore/lignite/chert, Chert Lignite
tfc:ore/lignite/chalk, Chalk Lignite
tfc:ore/lignite/rhyolite, Rhyolite Lignite
tfc:ore/lignite/basalt, Basalt Lignite
tfc:ore/lignite/andesite, Andesite Lignite
tfc:ore/lignite/dacite, Dacite Lignite
tfc:ore/lignite/quartzite, Quartzite Lignite
tfc:ore/lignite/slate, Slate Lignite
tfc:ore/lignite/phyllite, Phyllite Lignite
tfc:ore/lignite/schist, Schist Lignite
tfc:ore/lignite/gneiss, Gneiss Lignite
tfc:ore/lignite/marble, Marble Lignite
tfc:ore/kaolinite/granite, Granite Kaolinite
tfc:ore/kaolinite/diorite, Diorite Kaolinite
tfc:ore/kaolinite/gabbro, Gabbro Kaolinite
tfc:ore/kaolinite/shale, Shale Kaolinite
tfc:ore/kaolinite/claystone, Claystone Kaolinite
tfc:ore/kaolinite/rocksalt, Rocksalt Kaolinite
tfc:ore/kaolinite/limestone, Limestone Kaolinite
tfc:ore/kaolinite/conglomerate, Conglomerate Kaolinite
tfc:ore/kaolinite/dolomite, Dolomite Kaolinite
tfc:ore/kaolinite/chert, Chert Kaolinite
tfc:ore/kaolinite/chalk, Chalk Kaolinite
tfc:ore/kaolinite/rhyolite, Rhyolite Kaolinite
tfc:ore/kaolinite/basalt, Basalt Kaolinite
tfc:ore/kaolinite/andesite, Andesite Kaolinite
tfc:ore/kaolinite/dacite, Dacite Kaolinite
tfc:ore/kaolinite/quartzite, Quartzite Kaolinite
tfc:ore/kaolinite/slate, Slate Kaolinite
tfc:ore/kaolinite/phyllite, Phyllite Kaolinite
tfc:ore/kaolinite/schist, Schist Kaolinite
tfc:ore/kaolinite/gneiss, Gneiss Kaolinite
tfc:ore/kaolinite/marble, Marble Kaolinite
tfc:ore/gypsum/granite, Granite Gypsum
tfc:ore/gypsum/diorite, Diorite Gypsum
tfc:ore/gypsum/gabbro, Gabbro Gypsum
tfc:ore/gypsum/shale, Shale Gypsum
tfc:ore/gypsum/claystone, Claystone Gypsum
tfc:ore/gypsum/rocksalt, Rocksalt Gypsum
tfc:ore/gypsum/limestone, Limestone Gypsum
tfc:ore/gypsum/conglomerate, Conglomerate Gypsum
tfc:ore/gypsum/dolomite, Dolomite Gypsum
tfc:ore/gypsum/chert, Chert Gypsum
tfc:ore/gypsum/chalk, Chalk Gypsum
tfc:ore/gypsum/rhyolite, Rhyolite Gypsum
tfc:ore/gypsum/basalt, Basalt Gypsum
tfc:ore/gypsum/andesite, Andesite Gypsum
tfc:ore/gypsum/dacite, Dacite Gypsum
